,time,tavg,tmin,tmax,prcp
984,11-09-1992,23.4,18.8,28.8,0.0
985,12-09-1992,23.1,19.4,28.0,0.0
986,13-09-1992,23.7,19.5,29.1,0.0
987,14-09-1992,24.7,19.1,30.4,0.0
988,15-09-1992,24.8,20.3,29.7,0.0
992,19-09-1992,22.2,18.2,27.4,72.9
993,20-09-1992,23.1,19.4,29.1,22.6
994,21-09-1992,24.3,19.5,29.3,0.3
996,23-09-1992,24.2,20.2,30.1,2.0
1004,01-10-1992,23.6,20.2,28.0,12.4
1005,02-10-1992,22.7,20.0,27.7,0.0
1006,03-10-1992,22.4,19.8,26.5,2.3
1007,04-10-1992,22.3,19.3,27.2,2.0
1010,07-10-1992,22.3,19.3,27.1,32.0
1011,08-10-1992,22.2,20.3,25.7,1.0
1012,09-10-1992,23.2,20.2,30.0,0.5
1013,10-10-1992,22.3,20.7,27.8,6.4
1015,12-10-1992,23.2,20.2,27.9,0.0
1018,15-10-1992,22.8,19.8,27.8,4.3
1020,17-10-1992,23.1,19.6,27.3,3.8
1021,18-10-1992,24.2,19.6,28.3,0.0
1023,20-10-1992,22.9,17.9,30.0,0.0
1024,21-10-1992,22.4,18.1,30.0,0.0
1025,22-10-1992,22.9,17.7,30.4,0.0
1028,25-10-1992,23.8,20.4,29.0,0.3
1030,27-10-1992,22.7,19.2,27.1,2.3
1031,28-10-1992,22.7,17.1,27.4,0.0
1032,29-10-1992,22.7,17.9,28.8,0.0
1033,30-10-1992,23.2,17.9,29.5,0.0
1034,31-10-1992,23.3,17.8,28.1,0.0
1035,01-11-1992,23.2,18.4,28.3,0.0
1037,03-11-1992,23.0,18.3,28.6,0.0
1038,04-11-1992,23.8,19.0,29.1,0.0
1039,05-11-1992,23.9,20.1,29.0,0.0
1040,06-11-1992,24.0,19.4,29.2,0.0
1043,09-11-1992,22.0,19.6,27.0,10.9
1044,10-11-1992,22.4,17.4,27.0,0.5
1045,11-11-1992,22.7,17.9,28.5,0.0
1050,16-11-1992,21.4,19.4,24.3,2.8
1051,17-11-1992,21.3,19.2,24.6,8.9
1052,18-11-1992,22.6,17.9,26.4,0.0
1053,19-11-1992,23.0,19.0,27.7,0.5
1054,20-11-1992,21.2,19.9,23.6,0.0
1055,21-11-1992,22.0,17.4,28.8,4.1
1056,22-11-1992,21.9,19.0,27.0,0.0
1057,23-11-1992,22.3,19.3,26.5,0.0
1059,25-11-1992,21.4,17.0,29.1,0.0
1060,26-11-1992,22.4,17.2,27.3,0.0
1062,28-11-1992,21.5,16.9,26.1,0.0
1063,29-11-1992,21.3,17.5,27.2,0.0
1064,30-11-1992,20.7,16.8,26.8,0.0
1066,02-12-1992,21.5,15.6,26.4,0.0
1069,05-12-1992,20.3,17.7,24.6,0.5
1071,07-12-1992,19.7,14.3,25.6,0.0
1075,11-12-1992,19.6,13.5,25.6,0.0
1076,12-12-1992,20.8,14.5,26.6,0.0
1077,13-12-1992,20.2,16.0,24.5,0.0
1083,19-12-1992,20.7,17.0,25.9,0.0
1085,21-12-1992,19.3,14.0,25.5,0.0
1088,24-12-1992,18.7,12.9,25.4,0.0
1089,25-12-1992,18.7,13.3,24.8,0.0
1090,26-12-1992,18.7,12.2,25.6,0.0
1095,31-12-1992,20.7,13.2,26.0,0.0
1096,01-01-1993,19.6,13.2,25.8,0.0
1097,02-01-1993,18.7,12.1,26.4,0.0
1098,03-01-1993,19.8,11.7,27.5,0.0
1099,04-01-1993,18.9,13.7,27.4,0.0
1100,05-01-1993,20.3,12.3,28.5,0.0
1103,08-01-1993,19.8,12.4,28.6,0.0
1105,10-01-1993,22.6,15.4,28.9,0.0
1106,11-01-1993,21.7,15.8,28.6,0.0
1107,12-01-1993,21.9,14.6,29.6,0.0
1108,13-01-1993,22.0,15.0,29.6,0.0
1109,14-01-1993,22.4,14.6,30.2,0.0
1110,15-01-1993,20.3,14.7,26.6,0.0
1111,16-01-1993,20.8,14.3,27.6,0.0
1112,17-01-1993,21.7,15.2,28.3,0.0
1114,19-01-1993,21.2,11.6,29.0,0.0
1115,20-01-1993,20.6,13.7,29.6,0.0
1116,21-01-1993,22.2,15.6,28.7,0.0
1117,22-01-1993,19.9,15.2,26.6,0.0
1118,23-01-1993,21.2,13.7,28.6,0.0
1120,25-01-1993,20.8,15.4,28.0,0.0
1121,26-01-1993,20.9,15.0,29.2,0.0
1122,27-01-1993,21.8,13.7,32.1,0.0
1123,28-01-1993,23.0,14.4,31.5,0.0
1124,29-01-1993,22.7,16.0,31.1,0.0
1127,01-02-1993,21.5,14.4,28.8,0.0
1129,03-02-1993,21.6,14.5,25.8,0.0
1130,04-02-1993,20.1,15.3,26.6,0.0
1131,05-02-1993,20.4,14.0,27.1,0.0
1132,06-02-1993,21.9,14.2,27.6,0.0
1133,07-02-1993,21.6,14.3,28.6,0.0
1134,08-02-1993,22.5,14.7,30.6,0.0
1135,09-02-1993,20.7,15.3,30.8,0.0
1136,10-02-1993,20.4,15.0,29.0,0.0
1137,11-02-1993,21.9,15.0,28.7,0.0
1138,12-02-1993,21.2,16.0,28.0,0.0
1139,13-02-1993,21.3,15.9,29.0,0.0
1141,15-02-1993,25.9,17.8,32.8,0.0
1142,16-02-1993,26.1,19.5,32.6,0.0
1143,17-02-1993,26.1,18.8,33.8,0.0
1144,18-02-1993,25.9,18.6,33.8,0.0
1145,19-02-1993,27.1,19.6,33.6,0.0
1146,20-02-1993,25.9,19.2,33.6,0.0
1147,21-02-1993,25.4,18.0,32.3,0.0
1148,22-02-1993,25.7,17.7,32.5,0.0
1149,23-02-1993,23.7,18.4,31.2,0.0
1150,24-02-1993,23.6,17.8,30.8,0.0
1151,25-02-1993,22.0,16.0,31.1,0.0
1152,26-02-1993,22.6,17.0,29.7,0.0
1153,27-02-1993,24.3,17.9,31.1,0.0
1155,01-03-1993,21.9,18.5,27.4,13.5
1156,02-03-1993,22.6,19.3,27.1,6.4
1157,03-03-1993,24.1,18.7,29.6,1.0
1158,04-03-1993,23.7,17.4,30.6,0.0
1159,05-03-1993,24.7,17.0,32.0,0.0
1160,06-03-1993,25.8,17.2,32.2,0.0
1161,07-03-1993,24.9,17.1,31.4,0.0
1163,09-03-1993,24.9,18.9,31.6,0.0
1164,10-03-1993,23.6,18.0,31.5,0.0
1165,11-03-1993,24.5,17.3,32.0,0.0
1166,12-03-1993,25.5,18.5,31.8,0.0
1167,13-03-1993,26.9,20.4,32.8,0.0
1168,14-03-1993,26.0,20.5,32.6,0.0
1169,15-03-1993,27.7,20.2,34.1,0.0
1170,16-03-1993,26.9,21.6,33.4,0.0
1171,17-03-1993,27.5,19.7,33.8,0.0
1172,18-03-1993,27.7,20.9,34.6,0.0
1174,20-03-1993,25.8,21.3,33.8,0.0
1175,21-03-1993,27.3,22.2,33.2,0.0
1177,23-03-1993,26.7,21.7,33.8,0.0
1178,24-03-1993,27.3,21.3,34.2,0.5
1180,26-03-1993,27.5,21.9,34.2,0.0
1181,27-03-1993,26.6,21.6,31.4,0.0
1182,28-03-1993,27.4,19.9,35.0,0.0
1184,30-03-1993,27.3,21.2,34.2,0.0
1187,02-04-1993,25.4,20.3,32.0,9.9
1188,03-04-1993,26.5,19.8,33.0,0.0
1189,04-04-1993,27.1,19.1,33.7,0.0
1190,05-04-1993,27.9,20.3,34.0,0.0
1191,06-04-1993,26.3,20.5,33.8,0.0
1192,07-04-1993,27.1,20.7,34.1,0.0
1193,08-04-1993,27.9,21.8,35.2,0.0
1195,10-04-1993,26.6,20.4,32.8,0.0
1197,12-04-1993,26.6,20.6,34.2,0.5
1198,13-04-1993,27.8,21.1,34.6,0.0
1201,16-04-1993,28.0,22.3,33.4,0.0
1203,18-04-1993,28.0,21.4,34.3,0.0
1204,19-04-1993,29.7,22.9,35.0,0.0
1205,20-04-1993,29.0,22.8,34.8,0.0
1206,21-04-1993,29.3,22.6,35.0,0.0
1207,22-04-1993,27.4,22.6,36.0,0.0
1209,24-04-1993,29.2,23.2,35.5,0.0
1210,25-04-1993,28.4,23.2,34.5,0.0
1211,26-04-1993,27.2,22.4,34.5,0.0
1212,27-04-1993,27.9,23.3,34.8,0.0
1213,28-04-1993,29.8,23.3,36.9,0.0
1215,30-04-1993,29.1,22.5,36.6,0.0
1217,02-05-1993,30.4,22.7,37.4,0.0
1218,03-05-1993,30.8,23.3,37.8,0.0
1221,06-05-1993,30.1,23.0,37.8,0.0
1222,07-05-1993,29.3,22.8,36.6,0.0
1224,09-05-1993,25.4,21.3,35.2,6.9
1227,12-05-1993,27.3,22.0,33.5,0.5
1228,13-05-1993,26.8,23.0,34.0,0.0
1230,15-05-1993,27.6,21.2,34.5,0.0
1234,19-05-1993,25.2,20.5,33.7,6.6
1239,24-05-1993,28.2,21.0,33.1,3.0
1243,28-05-1993,25.1,20.6,29.3,0.0
1244,29-05-1993,25.6,21.8,32.2,0.0
1245,30-05-1993,27.7,20.5,33.4,0.0
1246,31-05-1993,26.3,20.6,33.4,0.0
1248,02-06-1993,27.8,21.6,33.5,0.0
1251,05-06-1993,22.6,20.7,29.1,2.8
1255,09-06-1993,23.2,20.0,29.1,0.0
1256,10-06-1993,23.4,20.2,29.3,0.0
1257,11-06-1993,23.9,20.5,29.5,0.0
1261,15-06-1993,23.1,18.7,27.9,14.2
1262,16-06-1993,23.5,20.4,28.2,0.0
1263,17-06-1993,23.2,20.6,28.4,0.0
1266,20-06-1993,25.4,20.2,30.4,0.0
1270,24-06-1993,25.5,19.4,30.7,0.0
1273,27-06-1993,26.5,20.4,32.0,0.0
1274,28-06-1993,26.2,20.1,31.7,0.0
1280,04-07-1993,21.6,19.3,25.8,2.0
1281,05-07-1993,23.9,19.0,29.3,2.3
1282,06-07-1993,25.7,19.3,31.3,0.0
1284,08-07-1993,22.7,19.6,26.2,0.0
1288,12-07-1993,24.0,20.4,29.4,0.0
1289,13-07-1993,23.8,20.0,28.6,0.0
1290,14-07-1993,24.3,20.3,28.3,0.0
1291,15-07-1993,24.2,20.4,29.1,0.0
1292,16-07-1993,22.9,20.1,29.7,0.0
1293,17-07-1993,23.1,20.0,30.4,0.0
1295,19-07-1993,24.3,19.2,29.1,7.6
1296,20-07-1993,24.4,20.6,29.6,0.8
1299,23-07-1993,22.9,19.3,26.6,0.0
1301,25-07-1993,20.8,19.4,24.4,0.0
1302,26-07-1993,21.8,17.9,25.1,43.4
1303,27-07-1993,21.9,18.8,25.8,0.5
1306,30-07-1993,24.2,18.6,28.3,0.8
1307,31-07-1993,24.1,19.6,27.5,0.0
1312,05-08-1993,24.3,20.1,28.2,0.0
1313,06-08-1993,23.7,21.0,26.8,0.0
1314,07-08-1993,26.4,21.2,31.5,0.3
1317,10-08-1993,22.7,18.8,26.2,1.0
1318,11-08-1993,22.1,18.7,25.9,0.0
1319,12-08-1993,22.1,19.3,26.7,0.0
1321,14-08-1993,23.2,19.8,28.0,4.6
1322,15-08-1993,22.8,19.9,27.6,0.0
1323,16-08-1993,23.5,19.7,28.1,0.0
1324,17-08-1993,23.2,19.9,28.7,0.0
1326,19-08-1993,24.3,19.9,30.8,0.0
1331,24-08-1993,23.1,19.1,29.2,1.3
1332,25-08-1993,22.1,18.6,27.8,10.4
1333,26-08-1993,23.1,19.1,28.8,10.7
1336,29-08-1993,24.0,20.4,29.0,0.0
1337,30-08-1993,23.2,20.1,27.2,4.6
1339,01-09-1993,21.3,18.9,24.0,66.8
1340,02-09-1993,24.0,19.2,26.8,0.5
1341,03-09-1993,23.0,19.4,26.2,0.5
1342,04-09-1993,22.7,20.2,26.7,0.3
1343,05-09-1993,21.0,19.0,25.8,38.1
1344,06-09-1993,21.5,19.0,27.6,47.0
1346,08-09-1993,22.7,19.3,26.5,0.0
1347,09-09-1993,22.9,19.2,28.6,0.0
1348,10-09-1993,24.2,18.2,29.6,0.0
1349,11-09-1993,24.7,19.7,29.6,0.0
1353,15-09-1993,24.7,20.2,28.9,17.0
1355,17-09-1993,24.3,21.1,29.6,0.0
1356,18-09-1993,23.6,20.0,29.6,0.0
1358,20-09-1993,21.5,18.6,27.3,45.7
1359,21-09-1993,21.7,19.0,26.0,15.0
1360,22-09-1993,23.6,18.6,28.6,0.0
1361,23-09-1993,23.2,19.6,26.4,0.0
1363,25-09-1993,22.7,18.3,27.2,0.0
1365,27-09-1993,24.3,20.2,29.5,0.0
1367,29-09-1993,23.8,20.5,30.7,3.8
1368,30-09-1993,24.6,19.2,28.8,21.3
1369,01-10-1993,24.4,20.6,29.0,0.0
1370,02-10-1993,22.3,19.2,26.0,13.2
1371,03-10-1993,22.6,20.0,28.4,1.8
1373,05-10-1993,23.1,19.2,28.4,18.8
1374,06-10-1993,23.9,20.4,29.0,0.0
1379,11-10-1993,22.8,20.0,26.6,3.0
1380,12-10-1993,21.8,20.3,28.0,12.2
1381,13-10-1993,21.7,19.4,26.9,12.2
1382,14-10-1993,21.6,19.6,27.2,15.2
1385,17-10-1993,23.1,19.7,26.5,0.0
1386,18-10-1993,23.1,19.8,27.6,0.3
1388,20-10-1993,22.9,19.0,27.4,0.0
1390,22-10-1993,21.8,19.6,27.6,0.0
1392,24-10-1993,22.9,15.4,28.5,7.9
1393,25-10-1993,22.8,19.3,28.0,0.0
1394,26-10-1993,23.1,18.6,29.5,0.0
1395,27-10-1993,24.0,17.7,29.9,0.0
1400,01-11-1993,23.5,19.9,27.3,4.8
1401,02-11-1993,21.8,19.4,26.5,0.0
1403,04-11-1993,23.1,19.8,27.1,0.0
1404,05-11-1993,22.0,19.3,27.5,0.5
1405,06-11-1993,21.7,19.0,25.7,0.0
1406,07-11-1993,22.5,18.6,26.7,0.0
1407,08-11-1993,20.3,19.0,23.3,0.5
1408,09-11-1993,19.3,18.5,20.7,3.3
1409,10-11-1993,20.1,18.6,21.8,5.3
1411,12-11-1993,21.4,19.4,25.4,0.5
1413,14-11-1993,21.2,19.0,26.3,0.0
1414,15-11-1993,21.6,17.2,26.5,0.0
1415,16-11-1993,23.7,18.3,28.3,0.0
1416,17-11-1993,24.4,19.9,29.1,0.0
1417,18-11-1993,23.5,19.6,29.5,0.0
1418,19-11-1993,21.6,17.7,27.1,0.0
1420,21-11-1993,22.3,16.3,26.4,0.0
1421,22-11-1993,21.2,15.8,26.8,0.0
1422,23-11-1993,21.9,16.0,27.1,0.0
1423,24-11-1993,22.5,17.2,27.1,0.0
1425,26-11-1993,21.7,18.6,26.7,0.0
1428,29-11-1993,20.6,15.1,26.7,0.0
1429,30-11-1993,20.2,15.6,27.8,0.0
1431,02-12-1993,21.8,17.0,27.2,0.0
1432,03-12-1993,21.8,16.0,25.6,0.0
1434,05-12-1993,20.1,17.0,23.6,66.0
1435,06-12-1993,20.6,18.0,25.1,4.1
1436,07-12-1993,19.9,18.2,23.6,10.4
1437,08-12-1993,20.9,15.0,25.8,71.1
1438,09-12-1993,21.1,14.7,26.7,0.0
1439,10-12-1993,20.6,15.4,26.5,0.0
1440,11-12-1993,20.7,15.7,25.6,0.0
1442,13-12-1993,20.5,15.6,26.8,0.0
1443,14-12-1993,20.1,16.4,27.4,0.0
1445,16-12-1993,20.3,16.4,25.3,0.0
1446,17-12-1993,20.0,17.4,23.6,0.0
1447,18-12-1993,19.2,16.0,24.1,0.0
1453,24-12-1993,19.8,15.2,24.6,0.0
1454,25-12-1993,20.2,14.7,25.3,0.0
1455,26-12-1993,18.9,15.2,25.4,0.0
1456,27-12-1993,19.0,13.2,26.3,0.0
1458,29-12-1993,20.2,16.3,25.0,0.0
1459,30-12-1993,20.9,15.2,26.6,0.0
1460,31-12-1993,20.8,17.4,26.8,0.0
1461,01-01-1994,20.7,15.1,26.4,0.0
1462,02-01-1994,20.9,14.8,27.3,0.0
1464,04-01-1994,20.8,16.6,27.2,0.0
1465,05-01-1994,18.8,14.5,27.0,0.0
1466,06-01-1994,19.3,12.8,25.8,0.0
1468,08-01-1994,20.1,15.6,26.3,0.0
1469,09-01-1994,20.3,15.1,26.4,0.0
1470,10-01-1994,19.3,14.3,25.3,0.0
1472,12-01-1994,19.7,14.4,27.0,0.0
1473,13-01-1994,21.4,16.3,28.1,0.0
1474,14-01-1994,22.0,17.4,28.3,0.0
1481,21-01-1994,21.7,17.7,27.3,0.0
1482,22-01-1994,19.7,13.7,27.4,0.0
1483,23-01-1994,19.4,15.3,25.0,0.0
1485,25-01-1994,20.9,13.6,27.3,0.0
1487,27-01-1994,20.3,15.2,27.8,0.0
1488,28-01-1994,20.8,14.4,28.7,0.0
1489,29-01-1994,21.4,15.0,29.3,0.0
1490,30-01-1994,21.8,13.6,30.7,0.0
1491,31-01-1994,21.6,16.5,29.8,0.0
1492,01-02-1994,21.5,18.1,29.7,0.0
1494,03-02-1994,20.8,15.3,28.5,0.0
1495,04-02-1994,22.8,15.4,28.7,0.0
1497,06-02-1994,22.8,17.0,29.5,0.0
1498,07-02-1994,22.9,16.6,29.4,0.0
1499,08-02-1994,23.2,17.8,28.1,0.0
1500,09-02-1994,24.1,20.3,29.2,0.0
1502,11-02-1994,23.9,20.7,29.2,0.3
1504,13-02-1994,23.8,20.9,28.5,0.0
1505,14-02-1994,23.3,20.2,30.0,0.0
1507,16-02-1994,24.0,18.6,30.3,0.0
1508,17-02-1994,24.8,17.6,31.5,0.0
1509,18-02-1994,23.4,16.7,31.3,0.0
1510,19-02-1994,22.7,18.3,28.6,0.0
1511,20-02-1994,23.6,18.2,30.7,0.0
1512,21-02-1994,23.7,18.4,30.6,0.0
1514,23-02-1994,24.6,18.6,30.6,0.0
1515,24-02-1994,23.5,19.5,30.5,0.0
1516,25-02-1994,24.5,17.8,30.8,0.0
1517,26-02-1994,23.0,17.4,31.3,0.0
1518,27-02-1994,26.0,17.4,30.4,0.0
1520,01-03-1994,23.4,16.4,30.6,0.0
1522,03-03-1994,23.7,16.6,29.8,0.0
1523,04-03-1994,24.1,15.1,30.4,0.0
1524,05-03-1994,22.7,14.1,31.3,0.0
1526,07-03-1994,24.4,16.5,33.5,0.0
1528,09-03-1994,26.1,18.1,33.3,0.0
1529,10-03-1994,26.9,18.8,33.0,0.0
1532,13-03-1994,26.8,20.0,33.4,0.0
1533,14-03-1994,27.7,20.2,34.8,0.0
1536,17-03-1994,26.6,19.6,32.3,0.0
1537,18-03-1994,26.4,19.8,34.4,0.0
1538,19-03-1994,27.7,20.4,35.2,0.0
1539,20-03-1994,27.4,21.4,34.6,0.0
1540,21-03-1994,27.4,22.2,34.0,0.0
1541,22-03-1994,27.6,21.8,34.2,0.0
1544,25-03-1994,28.4,22.4,35.6,0.0
1545,26-03-1994,28.6,23.2,34.7,0.0
1546,27-03-1994,27.2,21.7,34.4,0.0
1547,28-03-1994,29.2,22.7,35.1,0.0
1548,29-03-1994,27.1,21.8,32.7,0.0
1549,30-03-1994,27.4,21.8,32.0,0.0
1550,31-03-1994,26.3,21.2,33.3,0.0
1553,03-04-1994,25.4,19.6,31.5,7.6
1554,04-04-1994,24.6,20.5,31.2,0.0
1555,05-04-1994,25.7,20.8,33.4,0.0
1556,06-04-1994,26.7,20.9,33.5,0.0
1557,07-04-1994,28.5,22.5,32.9,0.0
1559,09-04-1994,25.3,20.8,31.4,0.0
1561,11-04-1994,25.8,21.1,31.6,3.6
1563,13-04-1994,27.5,20.3,32.1,138.9
1564,14-04-1994,27.3,20.7,33.3,0.0
1565,15-04-1994,26.7,19.7,31.6,0.0
1569,19-04-1994,27.4,20.6,33.8,0.0
1571,21-04-1994,28.4,22.6,35.5,0.0
1572,22-04-1994,29.2,22.9,35.7,0.0
1573,23-04-1994,30.3,23.0,36.2,0.0
1574,24-04-1994,29.4,23.2,35.7,0.0
1575,25-04-1994,29.7,23.6,35.8,0.0
1576,26-04-1994,28.7,23.7,35.9,0.0
1579,29-04-1994,28.4,21.7,35.2,0.0
1581,01-05-1994,28.6,23.0,35.4,0.0
1582,02-05-1994,28.9,22.4,35.4,0.0
1583,03-05-1994,27.3,22.6,35.8,0.0
1586,06-05-1994,26.7,21.7,34.5,0.0
1587,07-05-1994,28.8,22.9,36.3,0.0
1588,08-05-1994,25.8,20.3,33.4,0.0
1589,09-05-1994,26.7,21.4,34.8,0.0
1590,10-05-1994,28.1,21.3,35.4,0.0
1591,11-05-1994,28.0,21.6,35.6,0.0
1592,12-05-1994,29.4,23.3,36.2,0.0
1595,15-05-1994,26.5,20.5,32.0,2.8
1596,16-05-1994,27.1,22.8,33.7,0.0
1598,18-05-1994,28.4,21.0,34.6,0.0
1599,19-05-1994,28.9,22.6,35.9,0.0
1604,24-05-1994,25.7,22.2,32.4,0.0
1605,25-05-1994,26.4,21.8,33.7,0.0
1606,26-05-1994,26.9,20.5,32.1,0.0
1609,29-05-1994,25.2,20.5,30.6,0.0
1612,01-06-1994,24.7,21.0,30.4,0.0
1616,05-06-1994,23.3,20.4,27.3,0.0
1618,07-06-1994,22.9,20.2,27.3,13.0
1619,08-06-1994,23.1,20.7,29.6,0.0
1620,09-06-1994,23.6,20.5,28.9,0.0
1625,14-06-1994,22.6,20.1,27.7,2.0
1627,16-06-1994,23.6,19.9,28.6,1.3
1628,17-06-1994,24.2,20.3,29.1,0.5
1631,20-06-1994,24.2,20.0,29.4,0.0
1634,23-06-1994,24.1,19.0,30.8,0.5
1635,24-06-1994,23.6,19.8,31.4,0.0
1636,25-06-1994,24.1,20.2,28.5,0.0
1638,27-06-1994,23.6,20.1,26.1,0.3
1640,29-06-1994,23.0,20.3,27.2,0.3
1641,30-06-1994,23.4,20.2,29.0,0.0
1642,01-07-1994,23.7,20.5,28.1,0.0
1643,02-07-1994,22.9,20.4,25.6,0.0
1644,03-07-1994,22.1,19.8,25.4,1.5
1647,06-07-1994,23.9,20.0,30.0,8.9
1648,07-07-1994,22.4,20.1,27.3,10.4
1649,08-07-1994,22.2,19.6,26.1,1.8
1651,10-07-1994,22.4,20.1,25.0,0.3
1653,12-07-1994,21.8,19.5,25.4,1.5
1655,14-07-1994,22.2,19.3,26.2,0.5
1657,16-07-1994,21.6,19.3,26.7,1.8
1659,18-07-1994,23.1,19.8,26.6,0.0
1661,20-07-1994,24.0,19.7,27.9,0.0
1662,21-07-1994,23.2,20.0,28.6,0.0
1664,23-07-1994,22.3,19.9,28.1,0.3
1665,24-07-1994,22.8,20.3,28.1,5.1
1668,27-07-1994,21.8,20.2,25.1,0.0
1669,28-07-1994,22.4,19.7,26.1,30.2
1671,30-07-1994,21.2,19.4,24.6,1.8
1672,31-07-1994,22.3,19.0,25.7,0.0
1673,01-08-1994,22.9,19.8,27.0,2.0
1674,02-08-1994,22.4,19.6,28.5,1.8
1675,03-08-1994,22.1,20.0,26.8,2.0
1676,04-08-1994,23.9,19.5,28.5,0.0
1679,07-08-1994,24.9,19.8,30.4,0.0
1680,08-08-1994,24.8,19.5,30.5,0.5
1687,15-08-1994,25.1,19.8,30.0,13.7
1689,17-08-1994,22.8,19.8,26.9,0.0
1690,18-08-1994,22.3,19.7,26.4,0.3
1691,19-08-1994,23.2,20.0,27.9,0.3
1692,20-08-1994,22.6,20.1,28.9,0.0
1696,24-08-1994,23.2,19.7,27.3,0.0
1697,25-08-1994,23.1,19.8,26.9,11.2
1698,26-08-1994,21.7,19.6,25.8,0.0
1699,27-08-1994,22.5,19.4,27.1,4.1
1701,29-08-1994,22.2,19.5,26.4,0.0
1705,02-09-1994,22.7,19.5,27.8,0.0
1710,07-09-1994,23.6,19.1,29.2,0.0
1713,10-09-1994,24.3,20.7,29.8,1.5
1714,11-09-1994,25.6,20.1,31.3,0.0
1715,12-09-1994,26.2,21.1,30.7,0.0
1716,13-09-1994,26.9,21.7,31.2,162.1
1717,14-09-1994,24.9,20.5,30.3,0.0
1720,17-09-1994,24.3,18.0,28.0,0.3
1722,19-09-1994,24.2,18.2,30.4,0.0
1723,20-09-1994,24.8,18.0,30.7,0.0
1724,21-09-1994,26.5,20.3,31.8,0.0
1729,26-09-1994,24.3,21.0,28.9,0.0
1732,29-09-1994,24.7,20.6,30.3,0.0
1736,03-10-1994,22.6,19.9,27.7,1.8
1739,06-10-1994,22.5,18.7,26.6,0.0
1743,10-10-1994,23.6,18.4,29.5,40.9
1745,12-10-1994,23.4,19.5,29.4,0.0
1746,13-10-1994,22.4,19.3,28.5,0.3
1749,16-10-1994,23.2,20.2,28.7,0.0
1750,17-10-1994,22.2,19.5,27.3,0.8
1751,18-10-1994,21.8,20.0,26.1,0.0
1753,20-10-1994,22.9,18.0,27.8,7.6
1754,21-10-1994,23.2,19.6,27.6,0.0
1756,23-10-1994,23.7,19.3,29.3,0.8
1758,25-10-1994,23.8,19.6,38.5,1.5
1760,27-10-1994,21.2,19.7,26.0,11.9
1761,28-10-1994,21.6,19.5,27.0,22.4
1762,29-10-1994,21.4,19.3,26.7,14.7
1763,30-10-1994,21.6,18.7,26.5,1.5
1764,31-10-1994,20.9,18.4,24.3,0.0
1766,02-11-1994,21.2,18.2,24.8,0.0
1767,03-11-1994,21.4,19.7,24.8,2.3
1768,04-11-1994,21.4,19.1,26.6,0.0
1770,06-11-1994,19.6,16.1,22.9,13.5
1771,07-11-1994,21.8,18.5,25.7,0.3
1772,08-11-1994,21.5,18.1,26.3,0.0
1773,09-11-1994,21.3,17.5,25.5,4.3
1774,10-11-1994,21.0,18.6,24.5,0.0
1775,11-11-1994,20.2,18.0,24.6,0.5
1777,13-11-1994,21.3,18.4,25.4,0.3
1778,14-11-1994,22.1,18.6,25.7,0.0
1779,15-11-1994,21.7,18.3,26.5,0.0
1780,16-11-1994,21.2,17.9,25.2,0.0
1781,17-11-1994,21.5,17.5,26.3,0.0
1783,19-11-1994,20.9,17.4,26.3,0.0
1784,20-11-1994,21.1,16.5,26.2,0.0
1789,25-11-1994,20.4,16.8,25.8,0.0
1790,26-11-1994,20.9,15.6,27.0,0.0
1791,27-11-1994,20.4,15.2,27.7,0.0
1792,28-11-1994,20.2,13.4,26.5,0.0
1793,29-11-1994,21.1,16.1,29.0,0.0
1794,30-11-1994,20.8,16.3,29.7,0.0
1795,01-12-1994,21.6,16.7,28.6,0.0
1798,04-12-1994,19.3,14.0,25.2,0.0
1799,05-12-1994,19.6,14.6,26.3,0.0
1800,06-12-1994,18.6,14.6,25.7,0.0
1801,07-12-1994,19.2,15.3,23.9,0.0
1802,08-12-1994,19.4,14.0,25.5,0.0
1803,09-12-1994,19.3,14.7,26.8,0.0
1804,10-12-1994,19.2,13.4,27.1,0.0
1805,11-12-1994,19.0,13.4,27.2,0.0
1807,13-12-1994,19.2,12.0,27.0,0.0
1810,16-12-1994,20.7,14.7,27.5,0.0
1812,18-12-1994,21.5,16.9,26.5,0.0
1815,21-12-1994,20.8,17.6,25.2,2.8
1818,24-12-1994,19.2,16.1,24.2,0.0
1820,26-12-1994,20.4,14.6,26.6,0.0
1821,27-12-1994,19.7,15.9,25.8,0.0
1823,29-12-1994,21.4,16.3,26.8,0.0
1824,30-12-1994,20.2,16.0,27.0,0.0
1825,31-12-1994,19.1,14.0,25.9,0.0
1826,01-01-1995,18.6,13.2,25.7,0.0
1828,03-01-1995,18.8,13.4,27.1,0.0
1829,04-01-1995,19.7,15.0,25.3,0.0
1830,05-01-1995,20.7,16.6,26.3,0.0
1831,06-01-1995,20.4,17.2,25.4,0.0
1832,07-01-1995,21.2,17.1,25.6,0.3
1833,08-01-1995,23.3,18.9,29.6,0.3
1834,09-01-1995,23.0,19.4,28.8,0.0
1835,10-01-1995,22.7,19.0,27.6,18.0
1838,13-01-1995,22.5,17.0,28.5,0.0
1841,16-01-1995,20.4,17.2,25.4,0.0
1843,18-01-1995,20.0,15.6,25.4,0.0
1845,20-01-1995,20.4,15.9,25.6,0.0
1846,21-01-1995,21.3,16.2,28.7,0.0
1847,22-01-1995,21.9,15.1,29.4,0.0
1848,23-01-1995,22.3,14.9,30.5,0.0
1849,24-01-1995,21.3,16.3,27.7,0.0
